time,position,rotation_matrix,velocity,action,lin_acc,obs,obs_norm
82.103,[-6.35371252e-05  4.34113760e-03  4.92726207e-01],"[[ 9.99999986e-01  1.33777432e-04  1.02082129e-04]
 [-1.33770753e-04  9.99999989e-01 -6.54340577e-05]
 [-1.02090881e-04  6.54204012e-05  9.99999993e-01]]",[ 0.00062707 -0.00656009 -0.05362273],[ 2.5063527  -2.731785    2.2538126   0.32231405],[-3.91406144e-04  1.24870616e-04 -5.72280739e+00],"[-6.35371252e-05  4.34113760e-03  4.92726207e-01  9.99999986e-01
  1.33777432e-04  1.02082129e-04 -1.33770753e-04  9.99999989e-01
 -6.54340577e-05 -1.02090881e-04  6.54204012e-05  9.99999993e-01
  6.27066069e-04 -6.56008802e-03 -5.36227267e-02  2.42550182e+00
 -2.72653913e+00  2.46388245e+00  3.23479623e-01  2.43081880e+00
 -2.81435823e+00  2.37899494e+00  3.06600302e-01  2.40094566e+00
 -2.89978695e+00  2.27600121e+00  3.35028976e-01]","[-1.2695789e-05  8.6820126e-04 -8.0290949e-01  1.0000000e+00
  1.3375282e-04  1.0204315e-04 -1.3375282e-04  1.0000000e+00
 -6.5445900e-05 -1.0210276e-04  6.5445900e-05  1.0000000e+00
  6.2823296e-05 -6.5600872e-04 -5.3623319e-03 -1.9688535e-01
 -4.5442319e-01  4.1064715e-01  8.0869913e-02 -1.9510502e-01
 -4.6905971e-01  3.9649916e-01  7.6650023e-02 -2.0510775e-01
 -4.8329782e-01  3.7933350e-01  8.3757281e-02]"
82.112,[-6.05089990e-05  4.32791794e-03  4.92025971e-01],"[[ 9.99999990e-01  1.33607847e-04  3.78121184e-05]
 [-1.33603164e-04  9.99999983e-01 -1.23821613e-04]
 [-3.78286613e-05  1.23816560e-04  9.99999992e-01]]",[ 0.00062164 -0.00653632 -0.10203488],[ 2.5634015  -2.7358785   2.3461435   0.31238052],[-6.95688557e-04  2.24690078e-05 -6.82294250e+00],"[-6.05089990e-05  4.32791794e-03  4.92025971e-01  9.99999990e-01
  1.33607847e-04  3.78121184e-05 -1.33603164e-04  9.99999983e-01
 -1.23821613e-04 -3.78286613e-05  1.23816560e-04  9.99999992e-01
  6.21635059e-04 -6.53631799e-03 -1.02034882e-01  2.43081880e+00
 -2.81435823e+00  2.37899494e+00  3.06600302e-01  2.40094566e+00
 -2.89978695e+00  2.27600121e+00  3.35028976e-01  2.50635266e+00
 -2.73178506e+00  2.25381255e+00  3.22314054e-01]","[-1.2099743e-05  8.6557865e-04 -8.0318964e-01  1.0000000e+00
  1.3363361e-04  3.7789345e-05 -1.3357401e-04  1.0000000e+00
 -1.2379885e-04 -3.7848949e-05  1.2385845e-04  1.0000000e+00
  6.2227249e-05 -6.5362453e-04 -1.0203421e-02 -1.9510502e-01
 -4.6905971e-01  3.9649916e-01  7.6650023e-02 -2.0510775e-01
 -4.8329782e-01  3.7933350e-01  8.3757281e-02 -1.6981322e-01
 -4.5529747e-01  3.7563550e-01  8.0578566e-02]"
82.123,[-5.74786027e-05  4.31383448e-03  4.90854383e-01],"[[ 9.99999991e-01  1.33267877e-04 -5.03560215e-06]
 [-1.33268783e-04  9.99999975e-01 -1.80527607e-04]
 [ 5.01154349e-06  1.80528276e-04  9.99999984e-01]]",[ 0.00060587 -0.00652234 -0.16349235],[ 2.6547186  -2.7543836   2.2986965   0.29214242],[-8.17795347e-04  6.39742218e-05 -7.99101414e+00],"[-5.74786027e-05  4.31383448e-03  4.90854383e-01  9.99999991e-01
  1.33267877e-04 -5.03560215e-06 -1.33268783e-04  9.99999975e-01
 -1.80527607e-04  5.01154349e-06  1.80528276e-04  9.99999984e-01
  6.05869555e-04 -6.52233594e-03 -1.63492351e-01  2.40094566e+00
 -2.89978695e+00  2.27600121e+00  3.35028976e-01  2.50635266e+00
 -2.73178506e+00  2.25381255e+00  3.22314054e-01  2.56340146e+00
 -2.73587847e+00  2.34614348e+00  3.12380522e-01]","[-1.1503696e-05  8.6283684e-04 -8.0365825e-01  1.0000000e+00
  1.3327599e-04 -5.0067902e-06 -1.3327599e-04  1.0000000e+00
 -1.8054247e-04  5.0067902e-06  1.8048286e-04  1.0000000e+00
  6.0558319e-05 -6.5219402e-04 -1.6349196e-02 -2.0510775e-01
 -4.8329782e-01  3.7933350e-01  8.3757281e-02 -1.6981322e-01
 -4.5529747e-01  3.7563550e-01  8.0578566e-02 -1.5071100e-01
 -4.5597970e-01  3.9102399e-01  7.8095078e-02]"
82.132,[-5.44524737e-05  4.29890957e-03  4.89162713e-01],"[[ 9.99999989e-01  1.33090131e-04 -6.93047063e-05]
 [-1.33109350e-04  9.99999953e-01 -2.77381607e-04]
 [ 6.92677862e-05  2.77390829e-04  9.99999959e-01]]",[ 0.00060383 -0.00648975 -0.23217313],[ 2.7398083  -2.7547657   2.2724211   0.28998926],[-9.02260786e-04  1.76392672e-05 -8.45908076e+00],"[-5.44524737e-05  4.29890957e-03  4.89162713e-01  9.99999989e-01
  1.33090131e-04 -6.93047063e-05 -1.33109350e-04  9.99999953e-01
 -2.77381607e-04  6.92677862e-05  2.77390829e-04  9.99999959e-01
  6.03829861e-04 -6.48975279e-03 -2.32173130e-01  2.50635266e+00
 -2.73178506e+00  2.25381255e+00  3.22314054e-01  2.56340146e+00
 -2.73587847e+00  2.34614348e+00  3.12380522e-01  2.65471864e+00
 -2.75438356e+00  2.29869652e+00  2.92142421e-01]","[-1.0848045e-05  8.5973740e-04 -8.0433488e-01  1.0000000e+00
  1.3303757e-04 -6.9320202e-05 -1.3309717e-04  1.0000000e+00
 -2.7740002e-04  6.9260597e-05  2.7740002e-04  1.0000000e+00
  6.0439110e-05 -6.4897537e-04 -2.3217261e-02 -1.6981322e-01
 -4.5529747e-01  3.7563550e-01  8.0578566e-02 -1.5071100e-01
 -4.5597970e-01  3.9102399e-01  7.8095078e-02 -1.2013435e-01
 -4.5906389e-01  3.8311613e-01  7.3035598e-02]"
82.142,[-4.78459624e-05  4.26733354e-03  4.84419405e-01],"[[ 9.99999854e-01  5.39150750e-05  5.38271005e-04]
 [-5.41494380e-05  9.99999904e-01  4.35394584e-04]
 [-5.38247479e-04 -4.35423667e-04  9.99999760e-01]]",[ 0.00075807 -0.00621714 -0.31123739],[ 2.8496056 -2.7115893  2.2368019  0.280063 ],[ 1.25890159e-03  3.03299111e-03 -3.74489749e+00],"[-4.78459624e-05  4.26733354e-03  4.84419405e-01  9.99999854e-01
  5.39150750e-05  5.38271005e-04 -5.41494380e-05  9.99999904e-01
  4.35394584e-04 -5.38247479e-04 -4.35423667e-04  9.99999760e-01
  7.58069683e-04 -6.21714490e-03 -3.11237395e-01  2.56340146e+00
 -2.73587847e+00  2.34614348e+00  3.12380522e-01  2.65471864e+00
 -2.75438356e+00  2.29869652e+00  2.92142421e-01  2.73980832e+00
 -2.75476575e+00  2.27242112e+00  2.89989263e-01]","[-9.5367432e-06  8.5341930e-04 -8.0623221e-01  9.9999988e-01
  5.3882599e-05  5.3822994e-04 -5.4121017e-05  9.9999988e-01
  4.3535233e-04 -5.3822994e-04 -4.3541193e-04  9.9999976e-01
  7.5817108e-05 -6.2167645e-04 -3.1123698e-02 -1.5071100e-01
 -4.5597970e-01  3.9102399e-01  7.8095078e-02 -1.2013435e-01
 -4.5906389e-01  3.8311613e-01  7.3035598e-02 -9.1642916e-02
 -4.5912760e-01  3.7873685e-01  7.2497368e-02]"
82.155,[-4.01849429e-05  4.25567757e-03  4.81813937e-01],"[[ 9.99990445e-01 -6.14423483e-04  4.32803694e-03]
 [ 5.92318189e-04  9.99986784e-01  5.10689574e-03]
 [-4.33111754e-03 -5.10428337e-03  9.99977594e-01]]",[ 0.00293231 -0.0035676  -0.31516775],[ 2.859505   -2.6544194   2.234448    0.28461733],[ 0.06158958  0.08043807 -0.64368005],"[-4.01849429e-05  4.25567757e-03  4.81813937e-01  9.99990445e-01
 -6.14423483e-04  4.32803694e-03  5.92318189e-04  9.99986784e-01
  5.10689574e-03 -4.33111754e-03 -5.10428337e-03  9.99977594e-01
  2.93230967e-03 -3.56759576e-03 -3.15167755e-01  2.65471864e+00
 -2.75438356e+00  2.29869652e+00  2.92142421e-01  2.73980832e+00
 -2.75476575e+00  2.27242112e+00  2.89989263e-01  2.84960556e+00
 -2.71158934e+00  2.23680186e+00  2.80063003e-01]","[-7.9870224e-06  8.5115433e-04 -8.0727440e-01  9.9999046e-01
 -6.1440468e-04  4.3280125e-03  5.9235096e-04  9.9998677e-01
  5.1069260e-03 -4.3311119e-03 -5.1043034e-03  9.9997759e-01
  2.9325485e-04 -3.5673380e-04 -3.1516731e-02 -1.2013435e-01
 -4.5906389e-01  3.8311613e-01  7.3035598e-02 -9.1642916e-02
 -4.5912760e-01  3.7873685e-01  7.2497368e-02 -5.4878414e-02
 -4.5193154e-01  3.7280035e-01  7.0015788e-02]"
82.162,[-1.62979068e-05  4.26168926e-03  4.79213238e-01],"[[ 0.99966917 -0.00413794  0.02538545]
 [ 0.00342757  0.99960307  0.02796332]
 [-0.02549108 -0.02786706  0.99928656]]",[ 0.01155684  0.00570262 -0.30768414],[ 2.978846  -2.2846022  1.8469486  0.2293719],[0.30860174 0.34992706 0.35168682],"[-1.62979068e-05  4.26168926e-03  4.79213238e-01  9.99669174e-01
 -4.13794162e-03  2.53854470e-02  3.42757159e-03  9.99603073e-01
  2.79633249e-02 -2.54910815e-02 -2.78670634e-02  9.99286561e-01
  1.15568381e-02  5.70262053e-03 -3.07684144e-01  2.73980832e+00
 -2.75476575e+00  2.27242112e+00  2.89989263e-01  2.84960556e+00
 -2.71158934e+00  2.23680186e+00  2.80063003e-01  2.85950494e+00
 -2.65441942e+00  2.23444796e+00  2.84617335e-01]","[-3.2186508e-06  8.5234642e-04 -8.0831468e-01  9.9966919e-01
 -4.1379333e-03  2.5385499e-02  3.4276247e-03  9.9960303e-01
  2.7963281e-02 -2.5491059e-02 -2.7867079e-02  9.9928653e-01
  1.1557341e-03  5.7029724e-04 -3.0768394e-02 -9.1642916e-02
 -4.5912760e-01  3.7873685e-01  7.2497368e-02 -5.4878414e-02
 -4.5193154e-01  3.7280035e-01  7.0015788e-02 -5.1563680e-02
 -4.4240320e-01  3.7240791e-01  7.1154356e-02]"
82.173,[5.08734920e-05 4.31529572e-03 4.76733625e-01],"[[ 0.99762736 -0.01250896  0.06769917]
 [ 0.0073624   0.99710017  0.07574327]
 [-0.06845032 -0.07506513  0.99482651]]",[ 0.01279472  0.00738869 -0.28590745],[ 3.1486201 -1.6213856  1.4257444  0.1483993],[1.28764563 1.44161737 3.87267324],"[ 5.08734920e-05  4.31529572e-03  4.76733625e-01  9.97627360e-01
 -1.25089608e-02  6.76991665e-02  7.36239934e-03  9.97100172e-01
  7.57432657e-02 -6.84503201e-02 -7.50651259e-02  9.94826508e-01
  1.27947179e-02  7.38869295e-03 -2.85907447e-01  2.84960556e+00
 -2.71158934e+00  2.23680186e+00  2.80063003e-01  2.85950494e+00
 -2.65441942e+00  2.23444796e+00  2.84617335e-01  2.97884607e+00
 -2.28460217e+00  1.84694862e+00  2.29371905e-01]","[ 1.0251999e-05  8.6307526e-04 -8.0930656e-01  9.9762738e-01
 -1.2508988e-02  6.7699194e-02  7.3623657e-03  9.9710011e-01
  7.5743318e-02 -6.8450332e-02 -7.5065136e-02  9.9482656e-01
  1.2794733e-03  7.3897839e-04 -2.8590739e-02 -5.4878414e-02
 -4.5193154e-01  3.7280035e-01  7.0015788e-02 -5.1563680e-02
 -4.4240320e-01  3.7240791e-01  7.1154356e-02 -1.1603475e-02
 -3.8076699e-01  3.0782485e-01  5.7343006e-02]"
82.183,[0.00049148 0.00476934 0.47253767],"[[ 0.99482247 -0.02088046  0.09945983]
 [ 0.00944308  0.99342371  0.11410589]
 [-0.10118834 -0.1125759   0.98847741]]",[ 0.05372684  0.05432989 -0.20417284],[ 3.045645   -1.297666    1.4272594   0.11085254],[1.9143134  2.18877998 4.52594481],"[ 4.91475861e-04  4.76933969e-03  4.72537667e-01  9.94822471e-01
 -2.08804580e-02  9.94598302e-02  9.44308158e-03  9.93423713e-01
  1.14105889e-01 -1.01188337e-01 -1.12575896e-01  9.88477409e-01
  5.37268372e-02  5.43298899e-02 -2.04172843e-01  2.85950494e+00
 -2.65441942e+00  2.23444796e+00  2.84617335e-01  2.97884607e+00
 -2.28460217e+00  1.84694862e+00  2.29371905e-01  3.14862013e+00
 -1.62138557e+00  1.42574441e+00  1.48399293e-01]","[ 9.8347664e-05  9.5391273e-04 -8.1098491e-01  9.9482250e-01
 -2.0880461e-02  9.9459887e-02  9.4430447e-03  9.9342370e-01
  1.1410594e-01 -1.0118836e-01 -1.1257589e-01  9.8847747e-01
  5.3727627e-03  5.4329634e-03 -2.0417273e-02 -5.1563680e-02
 -4.4240320e-01  3.7240791e-01  7.1154356e-02 -1.1603475e-02
 -3.8076699e-01  3.0782485e-01  5.7343006e-02  4.5243621e-02
 -2.7023089e-01  2.3762417e-01  3.7099838e-02]"
82.193,[0.00096506 0.00529401 0.47099462],"[[ 0.99160018 -0.03015237  0.12577723]
 [ 0.01119149  0.98880208  0.14881262]
 [-0.12885584 -0.14615499  0.98083377]]",[ 0.07248505  0.07777113 -0.15479241],[ 2.9350421  -1.192442    1.2626876   0.08567207],[3.06528111 3.63431212 6.89598472],"[ 9.65061947e-04  5.29401470e-03  4.70994622e-01  9.91600183e-01
 -3.01523709e-02  1.25777228e-01  1.11914948e-02  9.88802081e-01
  1.48812620e-01 -1.28855838e-01 -1.46154986e-01  9.80833774e-01
  7.24850512e-02  7.77711338e-02 -1.54792414e-01  2.97884607e+00
 -2.28460217e+00  1.84694862e+00  2.29371905e-01  3.14862013e+00
 -1.62138557e+00  1.42574441e+00  1.48399293e-01  3.04564500e+00
 -1.29766595e+00  1.42725945e+00  1.10852540e-01]","[ 1.9299984e-04  1.0588169e-03 -8.1160212e-01  9.9160016e-01
 -3.0152380e-02  1.2577724e-01  1.1191487e-02  9.8880208e-01
  1.4881265e-01 -1.2885582e-01 -1.4615500e-01  9.8083377e-01
  7.2485209e-03  7.7770948e-03 -1.5479267e-02 -1.1603475e-02
 -3.8076699e-01  3.0782485e-01  5.7343006e-02  4.5243621e-02
 -2.7023089e-01  2.3762417e-01  3.7099838e-02  1.0763526e-02
 -2.1627766e-01  2.3787665e-01  2.7713180e-02]"
82.209,[0.0016569  0.00608478 0.46988899],"[[ 0.98906163 -0.03833271  0.14243486]
 [ 0.01316444  0.98472805  0.17360114]
 [-0.14691421 -0.16982715  0.97446137]]",[ 0.10343861  0.11499142 -0.09413575],[ 2.872167   -0.98514897  1.0779821   0.07150131],[4.02546245 5.03029549 8.9013088 ],"[ 1.65690237e-03  6.08478440e-03  4.69888985e-01  9.89061633e-01
 -3.83327146e-02  1.42434862e-01  1.31644426e-02  9.84728055e-01
  1.73601140e-01 -1.46914207e-01 -1.69827152e-01  9.74461366e-01
  1.03438615e-01  1.14991419e-01 -9.41357464e-02  3.14862013e+00
 -1.62138557e+00  1.42574441e+00  1.48399293e-01  3.04564500e+00
 -1.29766595e+00  1.42725945e+00  1.10852540e-01  2.93504214e+00
 -1.19244206e+00  1.26268756e+00  8.56720656e-02]","[ 3.31401825e-04  1.21700764e-03 -8.12044382e-01  9.89061594e-01
 -3.83327007e-02  1.42434835e-01  1.31644011e-02  9.84728098e-01
  1.73601151e-01 -1.46914244e-01 -1.69827163e-01  9.74461317e-01
  1.03439093e-02  1.14991665e-02 -9.41354036e-03  4.52436209e-02
 -2.70230889e-01  2.37624168e-01  3.70998383e-02  1.07635260e-02
 -2.16277659e-01  2.37876654e-01  2.77131796e-02 -2.62708068e-02
 -1.98740304e-01  2.10448027e-01  2.14179754e-02]"
82.221,[0.00258768 0.00717219 0.4692696 ],"[[ 0.98743636 -0.04574763  0.1512501 ]
 [ 0.01670516  0.98203281  0.18796939]
 [-0.15713171 -0.18308116  0.97045913]]",[ 0.13332286  0.15164502 -0.03010928],[ 2.7981281  -0.831642    1.0072306   0.06375471],[4.10473447 5.00966702 9.28913968],"[ 2.58768490e-03  7.17218779e-03  4.69269603e-01  9.87436359e-01
 -4.57476304e-02  1.51250097e-01  1.67051628e-02  9.82032812e-01
  1.87969394e-01 -1.57131712e-01 -1.83081156e-01  9.70459126e-01
  1.33322858e-01  1.51645022e-01 -3.01092753e-02  3.04564500e+00
 -1.29766595e+00  1.42725945e+00  1.10852540e-01  2.93504214e+00
 -1.19244206e+00  1.26268756e+00  8.56720656e-02  2.87216711e+00
 -9.85148966e-01  1.07798207e+00  7.15013146e-02]","[ 5.17606735e-04  1.43444538e-03 -8.12292159e-01  9.87436295e-01
 -4.57476377e-02  1.51250124e-01  1.67051554e-02  9.82032776e-01
  1.87969446e-01 -1.57131732e-01 -1.83081150e-01  9.70459104e-01
  1.33322477e-02  1.51644945e-02 -3.01092863e-03  1.07635260e-02
 -2.16277659e-01  2.37876654e-01  2.77131796e-02 -2.62708068e-02
 -1.98740304e-01  2.10448027e-01  2.14179754e-02 -4.73238826e-02
 -1.64191484e-01  1.79663658e-01  1.78753138e-02]"
82.232,[0.00522213 0.01029683 0.46976757],"[[ 0.9873441  -0.04479145  0.152136  ]
 [ 0.01616747  0.98271754  0.18440402]
 [-0.15776644 -0.17961057  0.97100453]]",[0.19796386 0.23154579 0.11220974],[ 2.573529   -0.934524    1.0870379   0.07731539],[4.10769934 4.72842971 8.46742338],"[ 0.00522213  0.01029683  0.46976757  0.9873441  -0.04479145  0.152136
  0.01616747  0.98271754  0.18440402 -0.15776644 -0.17961057  0.97100453
  0.19796386  0.23154579  0.11220974  2.93504214 -1.19244206  1.26268756
  0.08567207  2.87216711 -0.98514897  1.07798207  0.07150131  2.79812813
 -0.83164197  1.00723064  0.06375471]","[ 0.00104451  0.00205934 -0.81209296  0.987344   -0.04479146  0.15213597
  0.01616752  0.9827175   0.18440402 -0.15776646 -0.17961055  0.9710045
  0.01979637  0.02315462  0.01122093 -0.02627081 -0.1987403   0.21044803
  0.02141798 -0.04732388 -0.16419148  0.17966366  0.01787531 -0.07211512
 -0.13860703  0.16787183  0.01593864]"
82.244,[0.00693371 0.01234744 0.47202206],"[[ 0.98645677 -0.04251287  0.15841623]
 [ 0.0129948   0.98304681  0.1828937 ]
 [-0.16350591 -0.17835815  0.97028562]]",[0.23247913 0.27020896 0.18080342],[ 2.469793   -1.0150797   0.9680319   0.07512536],[4.45281083 4.83627527 8.22401526],"[ 0.00693371  0.01234744  0.47202206  0.98645677 -0.04251287  0.15841623
  0.0129948   0.98304681  0.1828937  -0.16350591 -0.17835815  0.97028562
  0.23247913  0.27020896  0.18080342  2.87216711 -0.98514897  1.07798207
  0.07150131  2.79812813 -0.83164197  1.00723064  0.06375471  2.57352901
 -0.934524    1.08703792  0.07731539]","[ 0.00138676  0.00246942 -0.8111912   0.98645675 -0.04251289  0.15841627
  0.01299477  0.98304677  0.18289375 -0.16350591 -0.17835814  0.97028565
  0.02324796  0.02702093  0.01808035 -0.04732388 -0.16419148  0.17966366
  0.01787531 -0.07211512 -0.13860703  0.16787183  0.01593864 -0.14731991
 -0.15575397  0.18117309  0.01932883]"
82.253,[0.01125369 0.01741005 0.47803643],"[[ 0.97515944 -0.04431228  0.21702648]
 [-0.00616188  0.97397929  0.22655325]
 [-0.22141839 -0.22226283  0.94951205]]",[0.2959928  0.34309425 0.33716046],[ 2.6437316  -0.8250039  -0.1035934   0.04847543],[5.41744756 5.62465569 7.69653299],"[ 0.01125369  0.01741005  0.47803643  0.97515944 -0.04431228  0.21702648
 -0.00616188  0.97397929  0.22655325 -0.22141839 -0.22226283  0.94951205
  0.2959928   0.34309425  0.33716046  2.79812813 -0.83164197  1.00723064
  0.06375471  2.57352901 -0.934524    1.08703792  0.07731539  2.46979308
 -1.01507974  0.96803188  0.07512536]","[ 0.00225079  0.0034821  -0.80878544  0.9751594  -0.0443123   0.21702647
 -0.00616187  0.97397923  0.2265532  -0.22141838 -0.22226286  0.949512
  0.02959931  0.03430939  0.03371608 -0.07211512 -0.13860703  0.16787183
  0.01593864 -0.14731991 -0.15575397  0.18117309  0.01932883 -0.18205488
 -0.16917992  0.16133869  0.0187813 ]"
82.268,[0.01692686 0.02387246 0.48583955],"[[ 0.97046492 -0.050346    0.23593032]
 [-0.01070899  0.96802621  0.25062039]
 [-0.24100446 -0.24574488  0.93889632]]",[0.3958869  0.44182446 0.41468713],[ 2.6065025  -0.1420558  -0.07838085  0.02864418],[4.93846485 5.5940559  5.78898905],"[ 0.01692686  0.02387246  0.48583955  0.97046492 -0.050346    0.23593032
 -0.01070899  0.96802621  0.25062039 -0.24100446 -0.24574488  0.93889632
  0.3958869   0.44182446  0.41468713  2.57352901 -0.934524    1.08703792
  0.07731539  2.46979308 -1.01507974  0.96803188  0.07512536  2.64373159
 -0.82500392 -0.1035934   0.04847543]","[ 0.00338542  0.00477445 -0.8056642   0.97046494 -0.05034602  0.23593032
 -0.01070899  0.96802616  0.25062037 -0.24100447 -0.24574488  0.9388963
  0.03958881  0.04418254  0.04146874 -0.14731991 -0.15575397  0.18117309
  0.01932883 -0.18205488 -0.16917992  0.16133869  0.0187813  -0.12381327
 -0.13750064 -0.01726556  0.01211882]"
82.28,[0.02024413 0.0276242  0.49030548],"[[ 0.96603477 -0.06179851  0.25091385]
 [-0.01180557  0.95941517  0.28175017]
 [-0.25814229 -0.27514264  0.92609885]]",[0.43050463 0.46911817 0.48497784],[ 2.449429   -0.19298935 -0.02963262  0.05021798],[5.47171967 5.51847708 4.61002736],"[ 0.02024413  0.0276242   0.49030548  0.96603477 -0.06179851  0.25091385
 -0.01180557  0.95941517  0.28175017 -0.25814229 -0.27514264  0.92609885
  0.43050463  0.46911817  0.48497784  2.46979308 -1.01507974  0.96803188
  0.07512536  2.64373159 -0.82500392 -0.1035934   0.04847543  2.60650253
 -0.14205579 -0.07838085  0.02864418]","[ 0.00404882  0.00552487 -0.80387783  0.96603477 -0.06179851  0.25091386
 -0.01180559  0.9594152   0.2817502  -0.2581423  -0.27514267  0.9260988
  0.04305053  0.04691184  0.0484978  -0.18205488 -0.16917992  0.16133869
  0.0187813  -0.12381327 -0.13750064 -0.01726556  0.01211882 -0.13627905
 -0.02367598 -0.01306349  0.00716102]"
82.291,[0.02388027 0.03173516 0.49509552],"[[ 0.96495932 -0.06872224  0.25324054]
 [-0.00903499  0.95582118  0.29380988]
 [-0.26224394 -0.2858026   0.92170765]]",[0.47705218 0.53181952 0.50112068],[ 2.3569002  -0.1904125   0.04257888  0.05625877],[5.19788652 5.21794754 3.69658409],"[ 0.02388027  0.03173516  0.49509552  0.96495932 -0.06872224  0.25324054
 -0.00903499  0.95582118  0.29380988 -0.26224394 -0.2858026   0.92170765
  0.47705218  0.53181952  0.50112068  2.64373159 -0.82500392 -0.1035934
  0.04847543  2.60650253 -0.14205579 -0.07838085  0.02864418  2.44942904
 -0.19298935 -0.02963262  0.05021798]","[ 0.00477612  0.00634706 -0.8019618   0.9649594  -0.06872225  0.2532406
 -0.00903499  0.95582116  0.2938099  -0.262244   -0.2858026   0.92170763
  0.04770517  0.05318201  0.05011213 -0.12381327 -0.13750064 -0.01726556
  0.01211882 -0.13627905 -0.02367598 -0.01306349  0.00716102 -0.18887353
 -0.03216487 -0.00493872  0.01255453]"
82.3,[0.02785914 0.0361905  0.50015098],"[[ 0.96436483 -0.07313017  0.25426848]
 [-0.00545168  0.95534471  0.29544335]
 [-0.26451987 -0.28630136  0.92090215]]",[0.52086556 0.57141343 0.53595238],[ 2.3004005  -0.1685395  -0.11683234  0.05767301],[5.20730947 5.1056986  3.68571556],"[ 0.02785914  0.0361905   0.50015098  0.96436483 -0.07313017  0.25426848
 -0.00545168  0.95534471  0.29544335 -0.26451987 -0.28630136  0.92090215
  0.52086556  0.57141343  0.53595238  2.60650253 -0.14205579 -0.07838085
  0.02864418  2.44942904 -0.19298935 -0.02963262  0.05021798  2.35690022
 -0.19041251  0.04257888  0.05625877]","[ 0.00557184  0.00723815 -0.79993963  0.96436477 -0.07313019  0.2542684
 -0.00545168  0.9553447   0.2954433  -0.26451987 -0.28630137  0.92090213
  0.05208659  0.0571413   0.0535953  -0.13627905 -0.02367598 -0.01306349
  0.00716102 -0.18887353 -0.03216487 -0.00493872  0.01255453 -0.2198559
 -0.03173542  0.00709653  0.01406467]"
82.315,[0.03681938 0.0461064  0.51093704],"[[ 0.96353399 -0.07422098  0.25708657]
 [-0.00329508  0.95739858  0.28875092]
 [-0.26756569 -0.27906845  0.92224151]]",[0.6033063  0.66092045 0.5942165 ],[ 2.2386725  -0.10368571 -0.15939581  0.04932862],[5.23175068 4.59896737 3.4963471 ],"[ 0.03681938  0.0461064   0.51093704  0.96353399 -0.07422098  0.25708657
 -0.00329508  0.95739858  0.28875092 -0.26756569 -0.27906845  0.92224151
  0.6033063   0.66092045  0.5942165   2.44942904 -0.19298935 -0.02963262
  0.05021798  2.35690022 -0.19041251  0.04257888  0.05625877  2.3004005
 -0.16853949 -0.11683234  0.05767301]","[ 0.00736392  0.00922132 -0.7956252   0.963534   -0.07422101  0.25708652
 -0.00329506  0.95739865  0.2887509  -0.26756573 -0.27906847  0.92224145
  0.06033063  0.06609201  0.05942166 -0.18887353 -0.03216487 -0.00493872
  0.01255453 -0.2198559  -0.03173542  0.00709653  0.01406467 -0.2387743
 -0.02808988 -0.019472    0.01441824]"
82.325,[0.0471144  0.05735875 0.52257037],"[[ 0.96125709 -0.07186114  0.26612173]
 [-0.00517177  0.96054999  0.2780593 ]
 [-0.27560488 -0.26866279  0.92296384]]",[0.68304537 0.73979415 0.65012037],[ 2.1319783  -0.26557738 -0.27542776  0.05736084],[5.11684254 4.87977026 3.06151635],"[ 0.0471144   0.05735875  0.52257037  0.96125709 -0.07186114  0.26612173
 -0.00517177  0.96054999  0.2780593  -0.27560488 -0.26866279  0.92296384
  0.68304537  0.73979415  0.65012037  2.35690022 -0.19041251  0.04257888
  0.05625877  2.3004005  -0.16853949 -0.11683234  0.05767301  2.23867249
 -0.10368571 -0.15939581  0.04932862]","[ 0.0094229   0.01147175 -0.7909719   0.9612571  -0.07186115  0.26612175
 -0.00517178  0.96055007  0.27805924 -0.27560484 -0.2686628   0.92296386
  0.06830454  0.07397938  0.0650121  -0.2198559  -0.03173542  0.00709653
  0.01406467 -0.2387743  -0.02808988 -0.019472    0.01441824 -0.25944328
 -0.01728094 -0.02656591  0.0123322 ]"
82.332,[0.05275185 0.06345741 0.52866477],"[[ 0.961959   -0.06832402  0.2645122 ]
 [-0.01076354  0.95799133  0.28659511]
 [-0.27298172 -0.27853983  0.92081298]]",[0.72660334 0.78113838 0.67264344],[ 2.1083856   0.02617535 -0.26834717  0.05721365],[4.94014796 5.32278623 2.71920495],"[ 0.05275185  0.06345741  0.52866477  0.961959   -0.06832402  0.2645122
 -0.01076354  0.95799133  0.28659511 -0.27298172 -0.27853983  0.92081298
  0.72660334  0.78113838  0.67264344  2.3004005  -0.16853949 -0.11683234
  0.05767301  2.23867249 -0.10368571 -0.15939581  0.04932862  2.13197827
 -0.26557738 -0.27542776  0.05736084]","[ 0.01055038  0.0126915  -0.7885341   0.961959   -0.06832403  0.26451218
 -0.01076353  0.95799136  0.2865951  -0.27298176 -0.27853984  0.92081296
  0.07266033  0.07811391  0.06726444 -0.2387743  -0.02808988 -0.019472
  0.01441824 -0.25944328 -0.01728094 -0.02656591  0.0123322  -0.29516882
 -0.04426289 -0.04590464  0.01434016]"
